Entity,Code,Day,cum_excess_per_million_proj_all_ages
Lithuania,LTU,2020-06-07,-17.976969
Lithuania,LTU,2020-06-14,37.44327
Lithuania,LTU,2020-06-21,71.872604
Lithuania,LTU,2020-06-28,117.932045
Lithuania,LTU,2020-07-05,132.22147
Lithuania,LTU,2020-07-12,149.56024
Lithuania,LTU,2020-07-19,187.60625
Lithuania,LTU,2020-07-26,210.97282
Lithuania,LTU,2020-08-02,237.38875
Lithuania,LTU,2020-08-09,256.85498
Lithuania,LTU,2020-08-16,291.07156
Lithuania,LTU,2020-08-23,338.4784
Lithuania,LTU,2020-08-30,362.55414
Lithuania,LTU,2020-09-06,378.26184
Lithuania,LTU,2020-09-13,422.12292
Lithuania,LTU,2020-09-20,448.11334
Lithuania,LTU,2020-09-27,489.0669
Lithuania,LTU,2020-10-04,508.604
Lithuania,LTU,2020-10-11,542.8206
Lithuania,LTU,2020-10-18,580.4411
Lithuania,LTU,2020-10-25,623.45123
Lithuania,LTU,2020-11-01,675.893
Lithuania,LTU,2020-11-08,741.525
Lithuania,LTU,2020-11-15,830.9137
Lithuania,LTU,2020-11-22,972.9214
Lithuania,LTU,2020-11-29,1117.2693
Lithuania,LTU,2020-12-06,1300.0533
Lithuania,LTU,2020-12-13,1485.5321
Lithuania,LTU,2020-12-20,1711.1488
Lithuania,LTU,2020-12-27,1931.1633
Lithuania,LTU,2021-01-03,2158.4683
Lithuania,LTU,2021-01-10,2302.3328
Lithuania,LTU,2021-01-17,2440.5989
Lithuania,LTU,2021-01-24,2526.329
Lithuania,LTU,2021-01-31,2613.064
Lithuania,LTU,2021-02-07,2658.3872
Lithuania,LTU,2021-02-14,2711.6052
Lithuania,LTU,2021-02-21,2754.919
Lithuania,LTU,2021-02-28,2737.5862
Lithuania,LTU,2021-03-07,2763.5312
Lithuania,LTU,2021-03-14,2806.7732
Lithuania,LTU,2021-03-21,2831.7134
Lithuania,LTU,2021-03-28,2864.5486
Lithuania,LTU,2021-04-04,2881.953
Lithuania,LTU,2021-04-11,2940.9126
Lithuania,LTU,2021-04-18,2982.8625
Lithuania,LTU,2021-04-25,3036.224
Lithuania,LTU,2021-05-02,3080.6143
Lithuania,LTU,2021-05-09,3150.9138
Lithuania,LTU,2021-05-16,3210.8782
Lithuania,LTU,2021-05-23,3269.9814
Lithuania,LTU,2021-05-30,3307.4814
Lithuania,LTU,2021-06-06,3359.6948
Lithuania,LTU,2021-06-13,3409.1807
Lithuania,LTU,2021-06-20,3465.2695
Lithuania,LTU,2021-06-27,3562.1958
Lithuania,LTU,2021-07-04,3570.0547
Lithuania,LTU,2021-07-11,3639.0623
Lithuania,LTU,2021-07-18,3726.9456
Lithuania,LTU,2021-07-25,3748.2256
Lithuania,LTU,2021-08-01,3775.8213
Lithuania,LTU,2021-08-08,3807.9387
Lithuania,LTU,2021-08-15,3855.6304
Lithuania,LTU,2021-08-22,3916.815
Lithuania,LTU,2021-08-29,3979.8655
Lithuania,LTU,2021-09-05,4027.916
Lithuania,LTU,2021-09-12,4118.8135
Lithuania,LTU,2021-09-19,4236.0513
Lithuania,LTU,2021-09-26,4358.528
Lithuania,LTU,2021-10-03,4488.2534
Lithuania,LTU,2021-10-10,4608.8643
Lithuania,LTU,2021-10-17,4755.4556
Lithuania,LTU,2021-10-24,4889.3438
Lithuania,LTU,2021-10-31,5033.711
Lithuania,LTU,2021-11-07,5162.8623
Lithuania,LTU,2021-11-14,5290.65
Lithuania,LTU,2021-11-21,5394.3945
Lithuania,LTU,2021-11-28,5505.8184
Lithuania,LTU,2021-12-05,5605.6157
Lithuania,LTU,2021-12-12,5698.3794
Lithuania,LTU,2021-12-19,5812.172
Lithuania,LTU,2021-12-26,5940.0312
Lithuania,LTU,2022-01-02,6100.7075
Lithuania,LTU,2022-01-09,6163.543
Lithuania,LTU,2022-01-16,6217.069
Lithuania,LTU,2022-01-23,6264.995
Lithuania,LTU,2022-01-30,6296.1216
Lithuania,LTU,2022-02-06,6315.8306
Lithuania,LTU,2022-02-13,6394.447
Lithuania,LTU,2022-02-20,6461.5728
Lithuania,LTU,2022-02-27,6509.0625
Lithuania,LTU,2022-03-06,6547.68
Lithuania,LTU,2022-03-13,6596.9155
Lithuania,LTU,2022-03-20,6651.9688
Lithuania,LTU,2022-03-27,6711.022
Lithuania,LTU,2022-04-03,6759.5303
Lithuania,LTU,2022-04-10,6795.239
Lithuania,LTU,2022-04-17,6825.347
Lithuania,LTU,2022-04-24,6890.291
Lithuania,LTU,2022-05-01,6933.4175
Lithuania,LTU,2022-05-08,6970.435
Lithuania,LTU,2022-05-15,6982.7983
Lithuania,LTU,2022-05-22,7012.1064
Lithuania,LTU,2022-05-29,7025.343
Lithuania,LTU,2022-06-05,7009.852
Lithuania,LTU,2022-06-12,7044.324
Lithuania,LTU,2022-06-19,7081.8506
Lithuania,LTU,2022-06-26,7123.304
Lithuania,LTU,2022-07-03,7208.6846
Lithuania,LTU,2022-07-10,7234.5747
Lithuania,LTU,2022-07-17,7245.7744
Lithuania,LTU,2022-07-24,7270.2104
Lithuania,LTU,2022-07-31,7293.0464
Lithuania,LTU,2022-08-07,7348.8267
Lithuania,LTU,2022-08-14,7366.9355
Lithuania,LTU,2022-08-21,7460.5337
Lithuania,LTU,2022-08-28,7528.3867
Lithuania,LTU,2022-09-04,7546.132
Lithuania,LTU,2022-09-11,7576.022
Lithuania,LTU,2022-09-18,7652.239
Lithuania,LTU,2022-09-25,7685.765
Lithuania,LTU,2022-10-02,7754.636
Lithuania,LTU,2022-10-09,7820.817
Lithuania,LTU,2022-10-16,7867.143
Lithuania,LTU,2022-10-23,7923.142
Lithuania,LTU,2022-10-30,7941.396
Lithuania,LTU,2022-11-06,7950.778
Lithuania,LTU,2022-11-13,7981.3228
Lithuania,LTU,2022-11-20,8005.6855
Lithuania,LTU,2022-11-27,8054.5576
Lithuania,LTU,2022-12-04,8097.466
Lithuania,LTU,2022-12-11,8165.973
Lithuania,LTU,2022-12-18,8262.335
Lithuania,LTU,2022-12-25,8358.042
Lithuania,LTU,2023-01-01,8565.3
Lithuania,LTU,2023-01-08,8648.365
Lithuania,LTU,2023-01-15,8698.469
Lithuania,LTU,2023-01-22,8694.717
Lithuania,LTU,2023-01-29,8705.974
Lithuania,LTU,2023-02-05,8684.343
Lithuania,LTU,2023-02-12,8646.525
Lithuania,LTU,2023-02-19,8563.607
Lithuania,LTU,2023-02-26,8548.746
Lithuania,LTU,2023-03-05,8540.358
Lithuania,LTU,2023-03-12,8553.381
Lithuania,LTU,2023-03-19,8561.621
Lithuania,LTU,2023-03-26,8579.794
Lithuania,LTU,2023-04-02,8576.63
Lithuania,LTU,2023-04-09,8577.808
Lithuania,LTU,2023-04-16,8594.656
Lithuania,LTU,2023-04-23,8604.073
Lithuania,LTU,2023-04-30,8609.444
Lithuania,LTU,2023-05-07,8626.66
Lithuania,LTU,2023-05-14,8668.966
Lithuania,LTU,2023-05-21,8691.994
Lithuania,LTU,2023-05-28,8701.706
Lithuania,LTU,2023-06-04,8710.314
Lithuania,LTU,2023-06-11,8716.862
Lithuania,LTU,2023-06-18,8756.666
Lithuania,LTU,2023-06-25,8787.567
Lithuania,LTU,2023-07-02,8782.343
Lithuania,LTU,2023-07-09,8805.96
Lithuania,LTU,2023-07-16,8816.555
Lithuania,LTU,2023-07-23,8833.551
Lithuania,LTU,2023-07-30,8848.192
Lithuania,LTU,2023-08-06,8860.479
Lithuania,LTU,2023-08-13,8862.244
Lithuania,LTU,2023-08-20,8896.972
Lithuania,LTU,2023-08-27,8928.094
Lithuania,LTU,2023-09-03,8938.32
Lithuania,LTU,2023-09-10,8957.522
Lithuania,LTU,2023-09-17,9006.67
Lithuania,LTU,2023-09-24,9034.702
Lithuania,LTU,2023-10-01,9061.336
Lithuania,LTU,2023-10-08,9060.968
Lithuania,LTU,2023-10-15,9085.763
Lithuania,LTU,2023-10-22,9096.799
Lithuania,LTU,2023-10-29,9132.923
Lithuania,LTU,2023-11-05,9182.88
Lithuania,LTU,2023-11-12,9220.035
Lithuania,LTU,2023-11-19,9252.775
Lithuania,LTU,2023-11-26,9316.196
Lithuania,LTU,2023-12-03,9358.869
Lithuania,LTU,2023-12-10,9418.243
Lithuania,LTU,2023-12-17,9485.563
Lithuania,LTU,2023-12-24,9538.61
Lithuania,LTU,2023-12-31,9580.694
Luxembourg,LUX,2020-01-05,-48.54053
Luxembourg,LUX,2020-01-12,-72.96943
Luxembourg,LUX,2020-01-19,-74.87297
Luxembourg,LUX,2020-01-26,-89.1496
Luxembourg,LUX,2020-02-02,-111.35769
Luxembourg,LUX,2020-02-09,-131.66223
Luxembourg,LUX,2020-02-16,-184.00986
Luxembourg,LUX,2020-02-23,-201.77632
Luxembourg,LUX,2020-03-01,-232.55038
Luxembourg,LUX,2020-03-08,-257.6138
Luxembourg,LUX,2020-03-15,-258.24832
Luxembourg,LUX,2020-03-22,-265.86252
Luxembourg,LUX,2020-03-29,-232.5504
Luxembourg,LUX,2020-04-05,-230.01234
Luxembourg,LUX,2020-04-12,-168.78148
Luxembourg,LUX,2020-04-19,-163.70534
Luxembourg,LUX,2020-04-26,-158.94647
Luxembourg,LUX,2020-05-03,-172.58858
Luxembourg,LUX,2020-05-10,-155.45662
Luxembourg,LUX,2020-05-17,-151.015
Luxembourg,LUX,2020-05-24,-159.2637
Luxembourg,LUX,2020-05-31,-156.09113
Luxembourg,LUX,2020-06-07,-166.56065
Luxembourg,LUX,2020-06-14,-183.05809
Luxembourg,LUX,2020-06-21,-174.17485
Luxembourg,LUX,2020-06-28,-186.23067
Luxembourg,LUX,2020-07-05,-203.67989
Luxembourg,LUX,2020-07-12,-224.61893
Luxembourg,LUX,2020-07-19,-232.55038
Luxembourg,LUX,2020-07-26,-247.7788
Luxembourg,LUX,2020-08-02,-231.59862
Luxembourg,LUX,2020-08-09,-211.61134
Luxembourg,LUX,2020-08-16,-181.15454
Luxembourg,LUX,2020-08-23,-182.74083
Luxembourg,LUX,2020-08-30,-215.73572
Luxembourg,LUX,2020-09-06,-209.07329
Luxembourg,LUX,2020-09-13,-219.54282
Luxembourg,LUX,2020-09-20,-197.65198
Luxembourg,LUX,2020-09-27,-216.05296
Luxembourg,LUX,2020-10-04,-217.63925
Luxembourg,LUX,2020-10-11,-251.90315
Luxembourg,LUX,2020-10-18,-241.75089
Luxembourg,LUX,2020-10-25,-221.44635
Luxembourg,LUX,2020-11-01,-210.3423
Luxembourg,LUX,2020-11-08,-171.95404
Luxembourg,LUX,2020-11-15,-121.1927
Luxembourg,LUX,2020-11-22,-65.35523
Luxembourg,LUX,2020-11-29,20.30453
Luxembourg,LUX,2020-12-06,60.9136
Luxembourg,LUX,2020-12-13,120.24092
Luxembourg,LUX,2020-12-20,144.66982
Luxembourg,LUX,2020-12-27,187.4997
Luxembourg,LUX,2021-01-03,197.39415
Luxembourg,LUX,2021-01-10,209.12517
Luxembourg,LUX,2021-01-17,196.14282
Luxembourg,LUX,2021-01-24,186.6016
Luxembourg,LUX,2021-01-31,205.52765
Luxembourg,LUX,2021-02-07,186.91441
Luxembourg,LUX,2021-02-14,162.35747
Luxembourg,LUX,2021-02-21,142.18008
Luxembourg,LUX,2021-02-28,124.81816
Luxembourg,LUX,2021-03-07,110.271675
Luxembourg,LUX,2021-03-14,116.997475
Luxembourg,LUX,2021-03-21,158.75993
Luxembourg,LUX,2021-03-28,134.20299
Luxembourg,LUX,2021-04-04,107.76906
Luxembourg,LUX,2021-04-11,104.17154
Luxembourg,LUX,2021-04-18,94.31747
Luxembourg,LUX,2021-04-25,86.96603
Luxembourg,LUX,2021-05-02,104.32795
Luxembourg,LUX,2021-05-09,103.54588
Luxembourg,LUX,2021-05-16,79.92741
Luxembourg,LUX,2021-05-23,89.15582
Luxembourg,LUX,2021-05-30,63.973213
Luxembourg,LUX,2021-06-06,43.795837
Luxembourg,LUX,2021-06-13,41.44963
Luxembourg,LUX,2021-06-20,45.6728
Luxembourg,LUX,2021-06-27,37.382862
Luxembourg,LUX,2021-07-04,53.80631
Luxembourg,LUX,2021-07-11,46.142033
Luxembourg,LUX,2021-07-18,41.29321
Luxembourg,LUX,2021-07-25,21.115831
Luxembourg,LUX,2021-08-01,-7.820711
Luxembourg,LUX,2021-08-08,-19.864565
Luxembourg,LUX,2021-08-15,-31.282772
Luxembourg,LUX,2021-08-22,-60.53214
Luxembourg,LUX,2021-08-29,-65.06814
Luxembourg,LUX,2021-09-05,-64.59889
Luxembourg,LUX,2021-09-12,-51.616547
Luxembourg,LUX,2021-09-19,-66.47585
Luxembourg,LUX,2021-09-26,-76.01709
Luxembourg,LUX,2021-10-03,-73.67088
Luxembourg,LUX,2021-10-10,-57.873096
Luxembourg,LUX,2021-10-17,-97.758606
Luxembourg,LUX,2021-10-24,-103.233086
Luxembourg,LUX,2021-10-31,-54.901234
Luxembourg,LUX,2021-11-07,-40.667587
Luxembourg,LUX,2021-11-14,-24.556965
Luxembourg,LUX,2021-11-21,-21.27228
Luxembourg,LUX,2021-11-28,-9.854071
Luxembourg,LUX,2021-12-05,26.277502
Luxembourg,LUX,2021-12-12,32.064804
Luxembourg,LUX,2021-12-19,29.7186
Luxembourg,LUX,2021-12-26,57.091003
Luxembourg,LUX,2022-01-02,102.84109
Luxembourg,LUX,2022-01-09,105.157326
Luxembourg,LUX,2022-01-16,81.53166
Luxembourg,LUX,2022-01-23,58.21484
Luxembourg,LUX,2022-01-30,49.10429
Luxembourg,LUX,2022-02-06,23.007973
Luxembourg,LUX,2022-02-13,6.4854584
Luxembourg,LUX,2022-02-20,-7.257574
Luxembourg,LUX,2022-02-27,6.4854584
Luxembourg,LUX,2022-03-06,-3.2427588
Luxembourg,LUX,2022-03-13,-38.2952
Luxembourg,LUX,2022-03-20,-49.567577
Luxembourg,LUX,2022-03-27,-67.634254
Luxembourg,LUX,2022-04-03,-75.200645
Luxembourg,LUX,2022-04-10,-77.20806
Luxembourg,LUX,2022-04-17,-69.95051
Luxembourg,LUX,2022-04-24,-57.13397
Luxembourg,LUX,2022-05-01,-41.53795
Luxembourg,LUX,2022-05-08,-54.663315
Luxembourg,LUX,2022-05-15,-56.36189
Luxembourg,LUX,2022-05-22,-62.692944
Luxembourg,LUX,2022-05-29,-98.36305
Luxembourg,LUX,2022-06-05,-73.50207
Luxembourg,LUX,2022-06-12,-91.25992
Luxembourg,LUX,2022-06-19,-87.09069
Luxembourg,LUX,2022-06-26,-92.186424
Luxembourg,LUX,2022-07-03,-120.753395
Luxembourg,LUX,2022-07-10,-120.59898
Luxembourg,LUX,2022-07-17,-128.4742
Luxembourg,LUX,2022-07-24,-131.40811
Luxembourg,LUX,2022-07-31,-116.73858
Luxembourg,LUX,2022-08-07,-113.187004
Luxembourg,LUX,2022-08-14,-112.1061
Luxembourg,LUX,2022-08-21,-103.92204
Luxembourg,LUX,2022-08-28,-119.209236
Luxembourg,LUX,2022-09-04,-146.54088
Luxembourg,LUX,2022-09-11,-164.60754
Luxembourg,LUX,2022-09-18,-168.46796
Luxembourg,LUX,2022-09-25,-176.34317
Luxembourg,LUX,2022-10-02,-187.92438
Luxembourg,LUX,2022-10-09,-190.85828
Luxembourg,LUX,2022-10-16,-193.17451
Luxembourg,LUX,2022-10-23,-184.68164
Luxembourg,LUX,2022-10-30,-195.64517
Luxembourg,LUX,2022-11-06,-212.47653
Luxembourg,LUX,2022-11-13,-230.54321
Luxembourg,LUX,2022-11-20,-242.74208
Luxembourg,LUX,2022-11-27,-246.9113
Luxembourg,LUX,2022-12-04,-228.22696
Luxembourg,LUX,2022-12-11,-231.77853
Luxembourg,LUX,2022-12-18,-257.2572
Luxembourg,LUX,2022-12-25,-259.57343
Luxembourg,LUX,2023-01-01,-219.92424
Luxembourg,LUX,2023-01-08,-162.49959
Luxembourg,LUX,2023-01-15,-167.38678
Luxembourg,LUX,2023-01-22,-182.6593
Luxembourg,LUX,2023-01-29,-197.62637
Luxembourg,LUX,2023-02-05,-249.24748
Luxembourg,LUX,2023-02-12,-276.1271
Luxembourg,LUX,2023-02-19,-317.05743
Luxembourg,LUX,2023-02-26,-349.12973
Luxembourg,LUX,2023-03-05,-378.45294
Luxembourg,LUX,2023-03-12,-422.13235
Luxembourg,LUX,2023-03-19,-417.85605
Luxembourg,LUX,2023-03-26,-455.42642
Luxembourg,LUX,2023-04-02,-468.86624
Luxembourg,LUX,2023-04-09,-475.2807
Luxembourg,LUX,2023-04-16,-471.0044
Luxembourg,LUX,2023-04-23,-468.8662
Luxembourg,LUX,2023-04-30,-489.9423
Luxembourg,LUX,2023-05-07,-463.06268
Luxembourg,LUX,2023-05-14,-444.73566
Luxembourg,LUX,2023-05-21,-446.2629
Luxembourg,LUX,2023-05-28,-469.1717
Luxembourg,LUX,2023-06-04,-479.557
Luxembourg,LUX,2023-06-11,-501.5494
Luxembourg,LUX,2023-06-18,-518.65466
Luxembourg,LUX,2023-06-25,-522.0146
Luxembourg,LUX,2023-07-02,-542.47974
Luxembourg,LUX,2023-07-09,-562.02856
Luxembourg,LUX,2023-07-16,-610.90063
Luxembourg,LUX,2023-07-23,-628.9222
Luxembourg,LUX,2023-07-30,-632.5876
Luxembourg,LUX,2023-08-06,-644.1947
Luxembourg,LUX,2023-08-13,-667.40894
Luxembourg,LUX,2023-08-20,-669.85254
Luxembourg,LUX,2023-08-27,-668.01984
Luxembourg,LUX,2023-09-03,-684.2087
Luxembourg,LUX,2023-09-10,-698.8703
Luxembourg,LUX,2023-09-17,-696.4267
Luxembourg,LUX,2023-09-24,-720.86273
Luxembourg,LUX,2023-10-01,-716.8919
Luxembourg,LUX,2023-10-08,-722.69543
Luxembourg,LUX,2023-10-15,-718.7246
Luxembourg,LUX,2023-10-22,-713.2265
Luxembourg,LUX,2023-10-29,-720.86273
Luxembourg,LUX,2023-11-05,-715.9755
Luxembourg,LUX,2023-11-12,-706.2011
Luxembourg,LUX,2023-11-19,-704.36847
Luxembourg,LUX,2023-11-26,-735.82983
Luxembourg,LUX,2023-12-03,-733.99713
Luxembourg,LUX,2023-12-10,-725.13904
Luxembourg,LUX,2023-12-17,-722.69543
Luxembourg,LUX,2023-12-24,-723.30634
Luxembourg,LUX,2023-12-31,-738.27344
Macao,MAC,2020-01-31,-25.285131
Macao,MAC,2020-02-29,-21.29275
Macao,MAC,2020-03-31,-63.730347
Macao,MAC,2020-04-30,-54.7105
Macao,MAC,2020-05-31,-80.29136
Macao,MAC,2020-06-30,-86.058136
Macao,MAC,2020-07-31,-95.07798
Macao,MAC,2020-08-31,-68.60994
Macao,MAC,2020-09-30,-50.12666
Macao,MAC,2020-10-31,-36.670826
Macao,MAC,2020-11-30,-14.934497
Macao,MAC,2020-12-31,-41.69829
Macao,MAC,2021-01-31,-54.615704
Macao,MAC,2021-02-28,-46.605404
Macao,MAC,2021-03-31,-62.48035
Macao,MAC,2021-04-30,-61.169582
Macao,MAC,2021-05-31,-67.723465
Macao,MAC,2021-06-30,-54.761353
Macao,MAC,2021-07-31,-81.41381
Macao,MAC,2021-08-31,-67.28656
Macao,MAC,2021-09-30,-62.480373
Macao,MAC,2021-10-31,-36.4105
Macao,MAC,2021-11-30,-35.68229
Macao,MAC,2021-12-31,-6.990856
Macao,MAC,2022-01-31,-33.51655
Macao,MAC,2022-02-28,-33.085
Macao,MAC,2022-03-31,-10.213235
Macao,MAC,2022-04-30,19.563221
Macao,MAC,2022-05-31,40.13344
Macao,MAC,2022-06-30,97.240944
Macao,MAC,2022-07-31,105.152565
Macao,MAC,2022-08-31,115.94114
Macao,MAC,2022-09-30,94.50785
Macao,MAC,2022-10-31,107.02259
Macao,MAC,2022-11-30,134.78519
Macao,MAC,2022-12-31,955.436
Macao,MAC,2023-01-31,1781.71
Macao,MAC,2023-02-28,1789.0947
Macao,MAC,2023-03-31,1793.071
Macao,MAC,2023-04-30,1808.1246
Macao,MAC,2023-05-31,1835.3914
Macao,MAC,2023-06-30,1843.3441
Macao,MAC,2023-07-31,1806.9885
Macao,MAC,2023-08-31,1777.7335
Macao,MAC,2023-09-30,1800.4558
Macao,MAC,2023-10-31,1798.4677
Macao,MAC,2023-11-30,1807.2725
Macao,MAC,2023-12-31,1807.8406
Malaysia,MYS,2020-01-31,17.484945
Malaysia,MYS,2020-02-29,2.2891574
Malaysia,MYS,2020-03-31,-25.352425
Malaysia,MYS,2020-04-30,-78.18077
Malaysia,MYS,2020-05-31,-118.44887
Malaysia,MYS,2020-06-30,-165.18082
Malaysia,MYS,2020-07-31,-218.35251
Malaysia,MYS,2020-08-31,-250.69289
Malaysia,MYS,2020-09-30,-281.35254
Malaysia,MYS,2020-10-31,-309.69293
Malaysia,MYS,2020-11-30,-365.11163
Malaysia,MYS,2020-12-31,-409.7532
Malaysia,MYS,2021-01-31,-394.61047
Malaysia,MYS,2021-02-28,-405.95264
Malaysia,MYS,2021-03-31,-423.3471
Malaysia,MYS,2021-04-30,-431.6333
Malaysia,MYS,2021-05-31,-357.62338
Malaysia,MYS,2021-06-30,-282.97604
Malaysia,MYS,2021-07-31,-23.417053
Malaysia,MYS,2021-08-31,315.95398
Malaysia,MYS,2021-09-30,543.47614
Malaysia,MYS,2021-10-31,669.6695
Malaysia,MYS,2021-11-30,732.1526
Malaysia,MYS,2021-12-31,782.71576
Malaysia,MYS,2022-01-31,791.66797
Malaysia,MYS,2022-02-28,816.4188
Malaysia,MYS,2022-03-31,971.2531
Malaysia,MYS,2022-04-30,1001.38434
Malaysia,MYS,2022-05-31,1031.6628
Malaysia,MYS,2022-06-30,1053.6145
Malaysia,MYS,2022-07-31,1139.8064
Malaysia,MYS,2022-08-31,1157.303
Malaysia,MYS,2022-09-30,1196.1853
Malaysia,MYS,2022-10-31,1220.394
Malaysia,MYS,2022-11-30,1256.8014
Malaysia,MYS,2022-12-31,1283.0078
Malaysia,MYS,2023-01-31,1274.2808
Malaysia,MYS,2023-02-28,1269.8707
Malaysia,MYS,2023-03-31,1265.9213
Malaysia,MYS,2023-04-30,1289.7142
Malaysia,MYS,2023-05-31,1343.3247
Malaysia,MYS,2023-06-30,1351.0109
Malaysia,MYS,2023-07-31,1356.0796
Malaysia,MYS,2023-08-31,1362.5358
Malaysia,MYS,2023-09-30,1330.3658
Malaysia,MYS,2023-10-31,1328.2178
Malaysia,MYS,2023-11-30,1332.278
Malaysia,MYS,2023-12-31,1352.5674
Maldives,MDV,2020-01-31,21.965168
Maldives,MDV,2020-02-29,26.43596
Maldives,MDV,2020-03-31,18.85506
Maldives,MDV,2020-04-30,8.164052
Maldives,MDV,2020-05-31,39.84832
Maldives,MDV,2020-06-30,47.817978
Maldives,MDV,2020-07-31,102.05055
Maldives,MDV,2020-08-31,181.55278
Maldives,MDV,2020-09-30,234.61906
Maldives,MDV,2020-10-31,259.69434
Maldives,MDV,2020-11-30,305.3741
Maldives,MDV,2020-12-31,312.17746
Maldives,MDV,2021-01-31,302.0314
Maldives,MDV,2021-02-28,321.01624
Maldives,MDV,2021-03-31,307.0173
Maldives,MDV,2021-04-30,372.40952
Maldives,MDV,2021-05-31,554.3954
Maldives,MDV,2021-06-30,732.1624
Maldives,MDV,2021-07-31,788.7334
Maldives,MDV,2021-08-31,826.12775
Maldives,MDV,2021-09-30,885.3834
Maldives,MDV,2021-10-31,1001.40186
Maldives,MDV,2021-11-30,1061.041
Maldives,MDV,2021-12-31,1109.1743
Malta,MLT,2020-01-05,-54.7186
Malta,MLT,2020-01-12,-47.345165
Malta,MLT,2020-01-19,-41.135967
Malta,MLT,2020-01-26,-49.673626
Malta,MLT,2020-02-02,-76.83889
Malta,MLT,2020-02-09,-81.10771
Malta,MLT,2020-02-16,-110.213356
Malta,MLT,2020-02-23,-147.46857
Malta,MLT,2020-03-01,-181.61919
Malta,MLT,2020-03-08,-209.17252
Malta,MLT,2020-03-15,-185.49994
Malta,MLT,2020-03-22,-139.31898
Malta,MLT,2020-03-29,-123.01982
Malta,MLT,2020-04-05,-126.512505
Malta,MLT,2020-04-12,-112.15372
Malta,MLT,2020-04-19,-71.405815
Malta,MLT,2020-04-26,-88.48113
Malta,MLT,2020-05-03,-81.1077
Malta,MLT,2020-05-10,-77.61501
Malta,MLT,2020-05-17,-66.74891
Malta,MLT,2020-05-24,-92.36187
Malta,MLT,2020-05-31,-97.406845
Malta,MLT,2020-06-07,-93.138016
Malta,MLT,2020-06-14,-114.870224
Malta,MLT,2020-06-21,-112.54177
Malta,MLT,2020-06-28,-141.25934
Malta,MLT,2020-07-05,-128.45285
Malta,MLT,2020-07-12,-126.90055
Malta,MLT,2020-07-19,-113.70599
Malta,MLT,2020-07-26,-123.795944
Malta,MLT,2020-08-02,-119.91519
Malta,MLT,2020-08-09,-114.09406
Malta,MLT,2020-08-16,-81.107666
Malta,MLT,2020-08-23,-38.807472
Malta,MLT,2020-08-30,-23.284462
Malta,MLT,2020-09-06,-15.134888
Malta,MLT,2020-09-13,-18.239487
Malta,MLT,2020-09-20,-8.149529
Malta,MLT,2020-09-27,30.269917
Malta,MLT,2020-10-04,73.734344
Malta,MLT,2020-10-11,83.824295
Malta,MLT,2020-10-18,71.017815
Malta,MLT,2020-10-25,74.5105
Malta,MLT,2020-11-01,122.243744
Malta,MLT,2020-11-08,166.48433
Malta,MLT,2020-11-15,214.60565
Malta,MLT,2020-11-22,254.57741
Malta,MLT,2020-11-29,291.8326
Malta,MLT,2020-12-06,359.7458
Malta,MLT,2020-12-13,412.13593
Malta,MLT,2020-12-20,482.37753
Malta,MLT,2020-12-27,526.6181
Malta,MLT,2021-01-03,512.9559
Malta,MLT,2021-01-10,494.16144
Malta,MLT,2021-01-17,482.9607
Malta,MLT,2021-01-24,506.69107
Malta,MLT,2021-01-31,504.60278
Malta,MLT,2021-02-07,499.47705
Malta,MLT,2021-02-14,499.66687
Malta,MLT,2021-02-21,540.10345
Malta,MLT,2021-02-28,566.87134
Malta,MLT,2021-03-07,604.2704
Malta,MLT,2021-03-14,640.5304
Malta,MLT,2021-03-21,668.0576
Malta,MLT,2021-03-28,673.94275
Malta,MLT,2021-04-04,679.06854
Malta,MLT,2021-04-11,655.33813
Malta,MLT,2021-04-18,649.0733
Malta,MLT,2021-04-25,632.557
Malta,MLT,2021-05-02,616.42035
Malta,MLT,2021-05-09,610.91486
Malta,MLT,2021-05-16,620.59686
Malta,MLT,2021-05-23,635.5945
Malta,MLT,2021-05-30,654.7686
Malta,MLT,2021-06-06,618.1289
Malta,MLT,2021-06-13,607.6875
Malta,MLT,2021-06-20,604.0805
Malta,MLT,2021-06-27,593.63916
Malta,MLT,2021-07-04,647.7444
Malta,MLT,2021-07-11,651.35144
Malta,MLT,2021-07-18,674.32245
Malta,MLT,2021-07-25,680.2076
Malta,MLT,2021-08-01,667.1084
Malta,MLT,2021-08-08,718.93555
Malta,MLT,2021-08-15,770.7627
Malta,MLT,2021-08-22,788.4181
Malta,MLT,2021-08-29,815.186
Malta,MLT,2021-09-05,821.4508
Malta,MLT,2021-09-12,828.0953
Malta,MLT,2021-09-19,838.9163
Malta,MLT,2021-09-26,818.9828
Malta,MLT,2021-10-03,862.83655
Malta,MLT,2021-10-10,867.96234
Malta,MLT,2021-10-17,842.3335
Malta,MLT,2021-10-24,874.0373
Malta,MLT,2021-10-31,855.2428
Malta,MLT,2021-11-07,864.5451
Malta,MLT,2021-11-14,862.83655
Malta,MLT,2021-11-21,878.2138
Malta,MLT,2021-11-28,898.90674
Malta,MLT,2021-12-05,907.44965
Malta,MLT,2021-12-12,911.81604
Malta,MLT,2021-12-19,933.2683
Malta,MLT,2021-12-26,994.9673
Malta,MLT,2022-01-02,996.0754
Malta,MLT,2022-01-09,982.0118
Malta,MLT,2022-01-16,982.94934
Malta,MLT,2022-01-23,1014.6393
Malta,MLT,2022-01-30,1062.0803
