iso3,country,region,income_group,median_rank,mean_rank,rank_std,rank_p05,rank_p95,median_score,top10_probability,top_quartile_probability,bottom_quartile_probability,rank_instability_index,method_disagreement_index,feature_missing_count,feature_missing_rate,n_valid_pipelines,n_countries_in_sample,n_indicators
ISL,Iceland,Europe & Central Asia,High income,11.0,11.457142857142857,6.793944883116872,3.0,17.0,0.7195435164071095,0.44761904761904764,0.9928571428571429,0.0,0.03538512959956704,0.07291666666666667,0,0.0,420,193,15
AUS,Australia,East Asia & Pacific,High income,11.0,11.204761904761904,9.084836984698665,2.0,16.0,0.7283603678057513,0.4642857142857143,0.9857142857142858,0.0,0.04731685929530555,0.07291666666666667,0,0.0,420,193,15
DNK,Denmark,Europe & Central Asia,High income,13.0,18.964285714285715,22.951110787814994,7.0,63.049999999999955,0.6900711423705586,0.2357142857142857,0.9357142857142857,0.014285714285714285,0.11953703535320309,0.2919270833333331,0,0.0,420,193,15
FRA,France,Europe & Central Asia,High income,14.0,20.064285714285713,24.60629344031214,5.950000000000003,78.04999999999995,0.6989002612970394,0.19523809523809524,0.9214285714285714,0.014285714285714285,0.12815777833495906,0.3755208333333331,0,0.0,420,193,15
IRL,Ireland,Europe & Central Asia,High income,15.0,15.42142857142857,7.749409676880947,6.0,21.0,0.7018389760824839,0.1357142857142857,0.9809523809523809,0.0,0.04036150873375493,0.078125,0,0.0,420,193,15
NLD,Netherlands,Europe & Central Asia,High income,16.0,24.073809523809523,25.904803374441595,12.950000000000003,61.0,0.6869708801299523,0.007142857142857143,0.9071428571428571,0.02142857142857143,0.13492085090854997,0.25026041666666665,0,0.0,420,193,15
FIN,Finland,Europe & Central Asia,High income,18.0,28.297619047619047,29.685085144653897,12.0,107.0,0.6723531455876062,0.016666666666666666,0.8785714285714286,0.014285714285714285,0.15460981846173905,0.4947916666666667,0,0.0,420,193,15
CAN,Canada,North America,High income,20.0,24.245238095238093,15.882435677141865,16.0,41.0,0.6692154229815221,0.0,0.9595238095238096,0.0,0.08272101915178055,0.13020833333333334,0,0.0,420,193,15
KOR,"Korea, Rep.",East Asia & Pacific,High income,20.0,26.461904761904762,20.853365063392534,14.0,55.0,0.6487533209101937,0.011904761904761904,0.9428571428571428,0.014285714285714285,0.10861127637183611,0.21354166666666666,0,0.0,420,193,15
CZE,Czechia,Europe & Central Asia,High income,21.0,27.764285714285716,22.860845310253072,17.0,79.04999999999995,0.6563302656870842,0.0,0.9285714285714286,0.014285714285714285,0.11906690265756809,0.3231770833333331,0,0.0,420,193,15
NZL,New Zealand,East Asia & Pacific,High income,23.0,23.821428571428573,10.477141461165775,13.0,28.0,0.661925011559723,0.023809523809523808,0.9785714285714285,0.0,0.054568445110238416,0.078125,0,0.0,420,193,15
MCO,Monaco,Europe & Central Asia,High income,24.0,48.52619047619048,53.959259585462604,1.0,173.0,0.5244079887489055,0.3047619047619048,0.6476190476190476,0.09761904761904762,0.28103781034095104,0.8958333333333334,2,0.1333333333333333,420,193,15
AND,Andorra,Europe & Central Asia,High income,25.0,25.614285714285714,10.394310976696442,13.950000000000003,33.0,0.6524235395868779,0.03571428571428571,0.9785714285714285,0.0,0.05413703633696063,0.09921874999999998,1,0.0666666666666666,420,193,15
GBR,United Kingdom,Europe & Central Asia,High income,25.0,32.20238095238095,24.494693187118425,20.0,74.0,0.6392999315566288,0.0,0.9119047619047619,0.02142857142857143,0.1275765270162418,0.28125,0,0.0,420,193,15
SVN,Slovenia,Europe & Central Asia,High income,26.0,32.33095238095238,23.661853850964405,19.0,86.0,0.6398545066989257,0.007142857142857143,0.9142857142857143,0.014285714285714285,0.12323882214043962,0.3489583333333333,0,0.0,420,193,15
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,27.0,40.78095238095238,34.98420894179896,15.0,125.04999999999995,0.6070409971319332,0.030952380952380953,0.8380952380952381,0.023809523809523808,0.1822094215718696,0.5731770833333331,0,0.0,420,193,15
BLR,Belarus,Europe & Central Asia,Upper middle income,28.0,31.854761904761904,14.83305032979285,21.0,50.049999999999955,0.6054943351251358,0.0,0.9404761904761905,0.0,0.0772554704676711,0.1513020833333331,0,0.0,420,193,15
SMR,San Marino,Europe & Central Asia,High income,28.0,40.0452380952381,34.24248754858122,12.0,114.0,0.5976707372156148,0.03571428571428571,0.7976190476190477,0.023809523809523808,0.17834628931552718,0.53125,3,0.2,420,193,15
ESP,Spain,Europe & Central Asia,High income,29.0,36.128571428571426,24.444741237118052,24.0,95.0,0.6104661937335965,0.0,0.9047619047619048,0.014285714285714285,0.12731636060998985,0.3697916666666667,0,0.0,420,193,15
PRT,Portugal,Europe & Central Asia,High income,29.0,41.28333333333333,32.605918369192004,25.0,129.0,0.6009602325941485,0.0,0.8714285714285714,0.023809523809523808,0.16982249150620835,0.5416666666666666,0,0.0,420,193,15
ITA,Italy,Europe & Central Asia,High income,31.5,45.62380952380953,35.371247467290296,24.0,146.0,0.591631104698255,0.0,0.8071428571428572,0.05238095238095238,0.1842252472254703,0.6354166666666666,0,0.0,420,193,15
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,32.0,30.64047619047619,14.115232560940436,1.0,48.049999999999955,0.6186319215703799,0.12857142857142856,0.969047619047619,0.0,0.0735168362548981,0.2450520833333331,0,0.0,420,193,15
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,34.0,35.25714285714286,13.671505697150218,20.950000000000003,48.0,0.6055140179845577,0.02142857142857143,0.9642857142857143,0.0,0.07120575883932405,0.14088541666666665,0,0.0,420,193,15
SVK,Slovak Republic,Europe & Central Asia,High income,35.0,37.60476190476191,15.443321138940727,25.0,44.0,0.5968597964172292,0.0,0.9619047619047619,0.0,0.08043396426531628,0.09895833333333333,0,0.0,420,193,15
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,35.0,33.46190476190476,15.969494019192497,5.0,54.0,0.5626635819397615,0.14285714285714285,0.8166666666666667,0.0,0.08317444801662759,0.2552083333333333,0,0.0,420,193,15
ARG,Argentina,Latin America & Caribbean ,Upper middle income,36.0,36.957142857142856,10.816348799874392,18.950000000000003,55.0,0.5951223119801263,0.014285714285714285,0.9357142857142857,0.0,0.056335149999345795,0.18776041666666665,0,0.0,420,193,15
URY,Uruguay,Latin America & Caribbean ,High income,36.5,38.173809523809524,13.050844882772726,29.0,44.0,0.5919048990123468,0.0,0.9642857142857143,0.0,0.06797315043110795,0.078125,0,0.0,420,193,15
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,37.0,35.19047619047619,16.87423803604335,3.0,55.0,0.5614924109730766,0.13095238095238096,0.7309523809523809,0.0,0.0878866564377258,0.2708333333333333,0,0.0,420,193,15
LTU,Lithuania,Europe & Central Asia,High income,37.5,48.292857142857144,30.21600721201818,30.0,121.0,0.5710445623290554,0.0,0.8119047619047619,0.03571428571428571,0.1573750375625947,0.4739583333333333,0,0.0,420,193,15
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,38.0,35.82857142857143,15.735284670874861,4.950000000000003,57.049999999999955,0.5777841183810936,0.10476190476190476,0.7523809523809524,0.0,0.08195460766080657,0.2713541666666664,0,0.0,420,193,15
HUN,Hungary,Europe & Central Asia,High income,41.0,48.46190476190476,25.11717257727557,35.0,105.0,0.5602688650806845,0.0,0.8404761904761905,0.02142857142857143,0.13081860717331026,0.3645833333333333,0,0.0,420,193,15
GRC,Greece,Europe & Central Asia,High income,41.0,53.41428571428571,33.344518871555344,33.0,144.0,0.5478427949585427,0.0,0.7785714285714286,0.047619047619047616,0.17366936912268408,0.578125,0,0.0,420,193,15
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,42.0,43.357142857142854,15.68608942217735,21.0,65.0,0.5381086767457007,0.0,0.6904761904761905,0.0,0.0816983824071737,0.22916666666666666,3,0.2,420,193,15
HRV,Croatia,Europe & Central Asia,High income,42.0,52.21190476190476,29.37500316012913,37.0,122.44999999999959,0.5356590570130425,0.0,0.8023809523809524,0.02857142857142857,0.15299480812567254,0.4450520833333312,0,0.0,420,193,15
MDV,Maldives,South Asia,Upper middle income,43.0,43.63333333333333,17.44662154041874,19.65000000000002,64.24999999999977,0.5423191884967391,0.04523809523809524,0.7785714285714286,0.0,0.09086782052301427,0.23229166666666537,0,0.0,420,193,15
RUS,Russian Federation,Europe & Central Asia,High income,44.0,47.55,17.29863399506557,33.0,69.0,0.5641964978784892,0.0,0.6761904761904762,0.0,0.09009705205763317,0.1875,0,0.0,420,193,15
POL,Poland,Europe & Central Asia,High income,45.0,48.885714285714286,18.750397728207965,38.0,70.0,0.5572338923127054,0.0,0.861904761904762,0.02142857142857143,0.09765832150108315,0.16666666666666666,0,0.0,420,193,15
EST,Estonia,Europe & Central Asia,High income,46.0,55.31666666666667,28.023751972267643,39.0,123.0,0.5542906491657825,0.0,0.6714285714285714,0.04047619047619048,0.1459570415222273,0.4375,0,0.0,420,193,15
SGP,Singapore,East Asia & Pacific,High income,47.0,50.371428571428574,22.095682466795846,29.950000000000003,111.09999999999991,0.5468235786186713,0.0,0.7476190476190476,0.004761904761904762,0.1150816795145617,0.4226562499999995,0,0.0,420,193,15
BRN,Brunei Darussalam,East Asia & Pacific,High income,51.0,48.554761904761904,17.90435837311224,10.850000000000009,72.0,0.5268332505805015,0.05,0.4785714285714286,0.0,0.09325186652662626,0.31848958333333327,0,0.0,420,193,15
ROU,Romania,Europe & Central Asia,High income,52.0,61.28809523809524,25.317514193603422,45.0,111.0,0.5262422102658255,0.0,0.3333333333333333,0.03571428571428571,0.1318620530916845,0.34375,0,0.0,420,193,15
BGR,Bulgaria,Europe & Central Asia,High income,53.0,67.39761904761905,35.044006267597986,42.0,158.0,0.4902604777988325,0.0,0.36428571428571427,0.0761904761904762,0.18252086597707284,0.6041666666666666,0,0.0,420,193,15
PLW,Palau,East Asia & Pacific,High income,54.5,53.90714285714286,12.950949456960084,23.0,72.04999999999995,0.5319252381381101,0.014285714285714285,0.22857142857142856,0.0,0.06745286175500044,0.25546874999999974,1,0.0666666666666666,420,193,15
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,55.0,53.166666666666664,13.46444465402379,24.0,76.0,0.504271560793796,0.014285714285714285,0.2261904761904762,0.0,0.0701273159063739,0.2708333333333333,0,0.0,420,193,15
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,55.5,52.00476190476191,23.02327965116377,8.900000000000006,83.0,0.48995753013239585,0.05714285714285714,0.43333333333333335,0.0,0.1199129148498113,0.3859375,0,0.0,420,193,15
BRA,Brazil,Latin America & Caribbean ,Upper middle income,58.0,55.878571428571426,10.536422897881101,32.0,67.04999999999995,0.5251679022368303,0.0,0.1261904761904762,0.0,0.05487720259313073,0.1825520833333331,0,0.0,420,193,15
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,59.0,57.73571428571429,12.895520104885657,31.950000000000003,73.0,0.5006621713314915,0.0,0.18571428571428572,0.0,0.06716416721294613,0.2138020833333333,0,0.0,420,193,15
LVA,Latvia,Europe & Central Asia,High income,59.5,73.13333333333334,32.43875303418272,50.0,150.0,0.48244455302685724,0.0,0.04523809523809524,0.07857142857142857,0.16895183871970165,0.5208333333333334,0,0.0,420,193,15
CYP,Cyprus,Europe & Central Asia,High income,60.0,61.292857142857144,17.45572484693697,42.0,97.0,0.5335977906299885,0.004761904761904762,0.15476190476190477,0.007142857142857143,0.09091523357779673,0.2864583333333333,0,0.0,420,193,15
SRB,Serbia,Europe & Central Asia,Upper middle income,60.0,73.31428571428572,32.575206547812606,50.0,153.0,0.4811389707956443,0.0,0.047619047619047616,0.07142857142857142,0.16966253410319065,0.5364583333333334,0,0.0,420,193,15
CHL,Chile,Latin America & Caribbean ,High income,61.0,59.9,13.192692782640806,39.900000000000006,74.0,0.5201377354305668,0.0,0.1380952380952381,0.0,0.0687119415762542,0.17760416666666665,0,0.0,420,193,15
TUV,Tuvalu,East Asia & Pacific,Upper middle income,61.0,62.207142857142856,21.35867051392593,25.0,105.0,0.46106996125358735,0.009523809523809525,0.2833333333333333,0.0,0.11124307559336422,0.4166666666666667,2,0.1333333333333333,420,193,15
MNG,Mongolia,East Asia & Pacific,Upper middle income,63.0,60.18809523809524,17.29892237740551,23.950000000000003,84.0,0.4684777992918635,0.02142857142857143,0.16904761904761906,0.0,0.09009855404898703,0.31276041666666665,0,0.0,420,193,15
GEO,Georgia,Europe & Central Asia,Upper middle income,65.0,71.53571428571429,25.94171416875927,42.95,114.04999999999905,0.48577409509832875,0.0,0.11190476190476191,0.03571428571428571,0.13511309462895452,0.370312499999995,0,0.0,420,193,15
CRI,Costa Rica,Latin America & Caribbean ,High income,66.0,64.86428571428571,14.201212581167503,44.0,84.0,0.4648805192450746,0.0,0.1595238095238095,0.0,0.07396464886024741,0.20833333333333334,0,0.0,420,193,15
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,66.0,66.29047619047618,15.363729853500349,39.0,93.04999999999995,0.4517796264886097,0.0,0.1,0.0,0.08001942632031432,0.28151041666666643,0,0.0,420,193,15
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,68.0,68.79761904761905,12.375455510524473,52.0,86.0,0.4911517692272379,0.0,0.03571428571428571,0.0,0.0644554974506483,0.17708333333333334,0,0.0,420,193,15
SYC,Seychelles,Sub-Saharan Africa ,High income,68.0,64.88333333333334,13.294402987485027,33.0,79.04999999999995,0.48969225759553103,0.0,0.1,0.0,0.06924168222648451,0.23984374999999977,0,0.0,420,193,15
MKD,North Macedonia,Europe & Central Asia,Upper middle income,68.0,74.86904761904762,21.804095160305028,58.0,121.0,0.49479689142897787,0.0,0.02142857142857143,0.02857142857142857,0.11356299562658868,0.328125,0,0.0,420,193,15
BRB,Barbados,Latin America & Caribbean ,High income,69.0,80.27380952380952,26.29663711547099,63.0,144.04999999999995,0.44739453926383976,0.0,0.0,0.05,0.13696165164307808,0.42213541666666643,0,0.0,420,193,15
TUR,Turkiye,Europe & Central Asia,Upper middle income,70.0,66.95952380952382,18.68512980858626,27.900000000000006,94.0,0.47003718708891673,0.0,0.18571428571428572,0.0,0.09731838441972011,0.3442708333333333,0,0.0,420,193,15
NRU,Nauru,East Asia & Pacific,High income,70.0,75.49761904761905,26.845102311978426,39.0,126.0,0.4360389351167303,0.014285714285714285,0.09523809523809523,0.016666666666666666,0.13981824120822098,0.453125,1,0.0666666666666666,420,193,15
PAN,Panama,Latin America & Caribbean ,High income,71.0,66.64761904761905,13.519284957409441,43.80000000000001,79.04999999999995,0.5036881253068154,0.007142857142857143,0.10714285714285714,0.0,0.07041294248650751,0.1835937499999997,0,0.0,420,193,15
TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,74.0,75.53095238095239,17.289316658605742,55.0,99.0,0.47724597353154896,0.0,0.02142857142857143,0.007142857142857143,0.09004852426357157,0.22916666666666666,0,0.0,420,193,15
MDA,Moldova,Europe & Central Asia,Upper middle income,74.0,79.58809523809524,22.041073156624922,58.0,117.0,0.4684627524777008,0.0,0.0,0.02142857142857143,0.11479725602408813,0.3072916666666667,0,0.0,420,193,15
COL,Colombia,Latin America & Caribbean ,Upper middle income,75.0,70.66190476190476,17.344821546130714,36.0,91.0,0.4381378900706254,0.004761904761904762,0.1,0.0,0.0903376122194308,0.2864583333333333,0,0.0,420,193,15
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,76.0,77.08571428571429,12.67307929334896,63.95,92.04999999999995,0.4398197518872643,0.0,0.014285714285714285,0.007142857142857143,0.06600562131952584,0.14635416666666642,1,0.0666666666666666,420,193,15
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,76.0,71.67857142857143,16.309477754540467,37.0,87.0,0.4735881602497828,0.014285714285714285,0.11428571428571428,0.0,0.0849451966382316,0.2604166666666667,0,0.0,420,193,15
CHN,China,East Asia & Pacific,Upper middle income,77.0,73.8,14.155530637141357,51.0,90.0,0.451044774442936,0.0,0.04285714285714286,0.0,0.07372672206844456,0.203125,0,0.0,420,193,15
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,78.0,72.75,21.786559312261,36.70000000000002,97.24999999999977,0.44097411196808056,0.014285714285714285,0.11904761904761904,0.0,0.11347166308469271,0.31536458333333206,0,0.0,420,193,15
BHS,"Bahamas, The",Latin America & Caribbean ,High income,79.0,76.75238095238095,16.76349830087523,52.0,102.0,0.4776066210018015,0.0,0.030952380952380953,0.007142857142857143,0.08730988698372516,0.2604166666666667,0,0.0,420,193,15
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,82.0,79.94285714285714,20.54360221180148,41.0,106.04999999999995,0.41524204932495723,0.002380952380952381,0.09285714285714286,0.0,0.10699792818646604,0.3388020833333331,0,0.0,420,193,15
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,82.0,95.04285714285714,29.130953451261973,70.0,162.0,0.4394181281192657,0.0,0.0,0.08571428571428572,0.15172371589198944,0.4791666666666667,0,0.0,420,193,15
MNE,Montenegro,Europe & Central Asia,Upper middle income,82.0,91.37857142857143,29.935041066841205,58.0,144.74999999999932,0.4485475079429991,0.0,0.0,0.05,0.15591167222313126,0.45182291666666313,0,0.0,420,193,15
MYS,Malaysia,East Asia & Pacific,Upper middle income,83.0,79.53571428571429,17.777625335939387,41.0,102.0,0.4261792661019602,0.0,0.07380952380952381,0.0,0.09259179862468431,0.3177083333333333,0,0.0,420,193,15
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,84.0,83.58571428571429,14.754007872416217,57.0,105.04999999999995,0.4304795179555306,0.0,0.014285714285714285,0.007142857142857143,0.0768437910021678,0.25026041666666643,0,0.0,420,193,15
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,84.0,79.0047619047619,20.839636597473074,38.0,102.04999999999995,0.42048245105159976,0.014285714285714285,0.09523809523809523,0.0,0.10853977394517227,0.33359374999999974,0,0.0,420,193,15
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,87.0,92.41666666666667,19.78395714505721,67.0,134.14999999999986,0.4184914049355431,0.0,0.0,0.03571428571428571,0.10304144346383964,0.3497395833333326,0,0.0,420,193,15
DMA,Dominica,Latin America & Caribbean ,Upper middle income,89.0,90.55952380952381,12.78238295698251,71.0,109.0,0.4168027501214071,0.0,0.0,0.007142857142857143,0.0665749112342839,0.19791666666666666,0,0.0,420,193,15
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,89.0,95.9047619047619,21.537242963460297,78.0,140.34999999999968,0.39501756116938225,0.0,0.0,0.05,0.11217314043468905,0.3247395833333317,0,0.0,420,193,15
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,90.0,87.4452380952381,12.621763184899788,64.95,100.0,0.42952256769048547,0.0,0.03333333333333333,0.0,0.06573834992135306,0.1825520833333333,0,0.0,420,193,15
TON,Tonga,East Asia & Pacific,Upper middle income,90.0,85.4047619047619,21.11934288729007,37.0,108.0,0.37647237878193307,0.0,0.06428571428571428,0.0,0.10999657753796911,0.3697916666666667,1,0.0666666666666666,420,193,15
ALB,Albania,Europe & Central Asia,Upper middle income,91.0,93.52857142857142,16.76608375935926,75.0,127.29999999999973,0.4285109700652228,0.0,0.007142857142857143,0.02857142857142857,0.08732335291332949,0.2723958333333319,0,0.0,420,193,15
ARM,Armenia,Europe & Central Asia,Upper middle income,92.0,103.52619047619048,28.3611367184695,76.0,167.0,0.35651091271957003,0.0,0.007142857142857143,0.11428571428571428,0.14771425374202865,0.4739583333333333,0,0.0,420,193,15
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,93.0,91.47142857142858,16.948989093527587,62.95,112.04999999999995,0.38789636098538727,0.0,0.014285714285714285,0.0,0.08827598486212285,0.2557291666666664,0,0.0,420,193,15
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,95.0,91.86666666666666,15.662400634985483,66.0,114.0,0.3752713956863598,0.0,0.02142857142857143,0.0,0.08157500330721605,0.25,0,0.0,420,193,15
THA,Thailand,East Asia & Pacific,Upper middle income,98.0,94.68333333333334,17.913740624855635,58.0,116.0,0.3690300752669785,0.0,0.004761904761904762,0.007142857142857143,0.09330073242112309,0.3020833333333333,0,0.0,420,193,15
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,98.5,96.3547619047619,20.33259993658966,57.70000000000002,123.0,0.3814253260330138,0.0,0.04047619047619048,0.0,0.10589895800307114,0.3401041666666666,2,0.1333333333333333,420,193,15
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,99.0,99.07380952380953,9.68389825883814,88.0,111.04999999999995,0.39089225752324797,0.0,0.002380952380952381,0.007142857142857143,0.05043697009811531,0.1200520833333331,0,0.0,420,193,15
TJK,Tajikistan,Europe & Central Asia,Lower middle income,99.0,96.29047619047618,18.02752933873516,63.45000000000003,119.04999999999995,0.3624683053291622,0.007142857142857143,0.0380952380952381,0.0,0.09389338197257896,0.2895833333333329,0,0.0,420,193,15
GRD,Grenada,Latin America & Caribbean ,Upper middle income,99.5,102.51904761904763,15.551668691589676,89.0,131.0,0.393416005446098,0.0,0.0,0.02142857142857143,0.0809982744353629,0.21875,0,0.0,420,193,15
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,99.5,94.2547619047619,18.086678896766514,60.0,111.0,0.38781575039943095,0.0,0.02857142857142857,0.0,0.0942014525873256,0.265625,0,0.0,420,193,15
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,101.0,100.04285714285714,19.395828501647102,54.95,125.0,0.36796788165071365,0.0,0.03571428571428571,0.023809523809523808,0.10101994011274533,0.36484374999999997,0,0.0,420,193,15
MEX,Mexico,Latin America & Caribbean ,Upper middle income,102.0,100.00952380952381,11.99999622070991,77.95,112.0,0.3895891043561232,0.0,0.02142857142857143,0.0,0.06249998031619745,0.17734375,0,0.0,420,193,15
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,104.0,98.74761904761905,18.83987966414959,66.0,122.0,0.3403528451326062,0.0,0.02142857142857143,0.011904761904761904,0.0981243732507791,0.2916666666666667,0,0.0,420,193,15
SUR,Suriname,Latin America & Caribbean ,Upper middle income,105.0,104.42142857142858,16.24180431734705,80.9,124.0,0.3952085385641177,0.0,0.014285714285714285,0.0,0.08459273081951589,0.22447916666666665,0,0.0,420,193,15
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,105.0,99.61428571428571,20.966953265834803,50.0,118.0,0.36194435215770193,0.004761904761904762,0.047619047619047616,0.0,0.1092028815928896,0.3541666666666667,0,0.0,420,193,15
NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,106.0,99.55952380952381,20.809196221677816,65.0,122.0,0.33826527780855364,0.0,0.04047619047619048,0.0,0.10838123032123863,0.296875,0,0.0,420,193,15
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,108.0,108.59285714285714,19.39240024016702,79.0,140.04999999999995,0.36045191510345886,0.0,0.0,0.03333333333333333,0.10100208458420323,0.31796874999999974,0,0.0,420,193,15
PER,Peru,Latin America & Caribbean ,Upper middle income,109.0,106.08809523809524,12.474520744319339,77.95,118.0,0.3681453661421633,0.0,0.007142857142857143,0.0,0.06497146220999656,0.20859375,0,0.0,420,193,15
KIR,Kiribati,East Asia & Pacific,Lower middle income,109.0,104.21904761904761,19.86045650095445,69.55000000000003,125.0,0.3532224968067517,0.0,0.03571428571428571,0.0,0.10343987760913775,0.2888020833333332,1,0.0666666666666666,420,193,15
LKA,Sri Lanka,South Asia,Lower middle income,111.0,107.99285714285715,13.624992666789513,85.60000000000002,121.0,0.3447689804303208,0.0,0.0,0.014285714285714285,0.07096350347286205,0.18437499999999987,0,0.0,420,193,15
BLZ,Belize,Latin America & Caribbean ,Upper middle income,111.0,103.0904761904762,22.042953841510375,62.0,123.0,0.3366173719382046,0.0,0.04047619047619048,0.0,0.11480705125786654,0.3177083333333333,0,0.0,420,193,15
UKR,Ukraine,Europe & Central Asia,Upper middle income,111.0,111.8047619047619,31.963669498361003,64.0,180.04999999999995,0.36960533457937006,0.0,0.0,0.15,0.16647744530396355,0.6044270833333331,2,0.1333333333333333,420,193,15
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,112.0,105.89047619047619,20.54107162693238,65.85000000000001,127.0,0.3282994881865752,0.0,0.02857142857142857,0.0,0.10698474805693947,0.31848958333333327,0,0.0,420,193,15
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,114.0,111.02142857142857,12.972939522866264,84.95,124.0,0.3358903985461511,0.0,0.007142857142857143,0.0,0.0675673933482618,0.20338541666666665,0,0.0,420,193,15
GUY,Guyana,Latin America & Caribbean ,High income,115.0,109.4452380952381,15.325961515411754,80.80000000000001,120.0,0.3323661167985322,0.0,0.02142857142857143,0.0,0.07982271622610289,0.2041666666666666,0,0.0,420,193,15
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,116.0,112.52857142857142,13.591896845692494,91.0,124.0,0.34356530810036834,0.0,0.014285714285714285,0.0,0.0707911294046484,0.171875,0,0.0,420,193,15
